40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
19:36:53.0 (62983)|USER_INFO|[EXTERNAL]|00528000001JBjQ|ramu.veligeti@yahoo.co.in|Pacific Standard Time|GMT-07:00
19:36:53.0 (108473)|EXECUTION_STARTED
19:36:53.0 (112758)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
19:36:53.0 (17846856)|CODE_UNIT_STARTED|[EXTERNAL]|01p2800000FELrp|RecentlyViewedRecords.getRecentlyViewed
19:36:53.0 (17947554)|HEAP_ALLOCATE|[72]|Bytes:3
19:36:53.0 (17970702)|HEAP_ALLOCATE|[77]|Bytes:152
19:36:53.0 (17981723)|HEAP_ALLOCATE|[342]|Bytes:408
19:36:53.0 (17995480)|HEAP_ALLOCATE|[355]|Bytes:408
19:36:53.0 (18007915)|HEAP_ALLOCATE|[467]|Bytes:48
19:36:53.0 (18026997)|HEAP_ALLOCATE|[139]|Bytes:6
19:36:53.0 (18048424)|VARIABLE_SCOPE_BEGIN|[2]|RecentlyViewedRecords.FIELDSET_NAME|String|false|true
19:36:53.0 (18059303)|VARIABLE_SCOPE_BEGIN|[3]|RecentlyViewedRecords.private_apiFieldNames|Map<String,Set<String>>|true|true
19:36:53.0 (18066846)|VARIABLE_SCOPE_BEGIN|[5]|RecentlyViewedRecords.rvi|Recently_Viewed__c|true|true
19:36:53.0 (18074124)|VARIABLE_SCOPE_BEGIN|[4]|RecentlyViewedRecords.schemaMap|Map<String,Schema.SObjectType>|true|true
19:36:53.0 (18107690)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:35
19:36:53.0 (18114143)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:20
19:36:53.0 (18122021)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:38
19:36:53.0 (18247893)|METHOD_ENTRY|[1]|01p2800000FELrp|RecentlyViewedRecords.RecentlyViewedRecords()
19:36:53.0 (18258886)|STATEMENT_EXECUTE|[1]
19:36:53.0 (18263063)|STATEMENT_EXECUTE|[1]
19:36:53.0 (18264246)|STATEMENT_EXECUTE|[2]
19:36:53.0 (18267596)|HEAP_ALLOCATE|[2]|Bytes:19
19:36:53.0 (18288299)|VARIABLE_ASSIGNMENT|[2]|RecentlyViewedRecords.FIELDSET_NAME|"RecentlyViewedHover"
19:36:53.0 (18292750)|STATEMENT_EXECUTE|[3]
19:36:53.0 (18296205)|HEAP_ALLOCATE|[3]|Bytes:4
19:36:53.0 (18317535)|VARIABLE_ASSIGNMENT|[3]|RecentlyViewedRecords.private_apiFieldNames|{}|0x20776559
19:36:53.0 (18323170)|STATEMENT_EXECUTE|[4]
19:36:53.0 (18351689)|HEAP_ALLOCATE|[50]|Bytes:5
19:36:53.0 (18365812)|HEAP_ALLOCATE|[56]|Bytes:5
19:36:53.0 (18372059)|HEAP_ALLOCATE|[64]|Bytes:7
19:36:53.0 (32473987)|HEAP_ALLOCATE|[4]|Bytes:1456
19:36:53.0 (32773556)|VARIABLE_ASSIGNMENT|[4]|RecentlyViewedRecords.schemaMap|"{acceptedeventrelation=AcceptedEventRelation, acchierarchy__account_hierarchy__mdt=accHierarchy__Account_Hierarchy__mdt, acchierarchy__account_hierarchy_setup__c=accHierarchy__Account_Hierarchy_Setup__c, account=Account, accountcleaninfo=AccountCleanInfo, accountcontactrole=AccountContactRole, accountfeed=AccountFeed, accounthistory=AccountHistory, accountpartner=AccountPartner, accountshare=AccountShare, ...}"|0x8ac3201
19:36:53.0 (32797694)|STATEMENT_EXECUTE|[5]
19:36:53.0 (33941705)|HEAP_ALLOCATE|[5]|Bytes:20
19:36:53.0 (33983417)|VARIABLE_ASSIGNMENT|[5]|RecentlyViewedRecords.rvi|{"IsDeleted":false,"Name":"a0d28000002ZKNz","SetupOwnerId":"00528000001JBjQAAW","Records_to_Display__ (1 more) ...":"20"}|0x76e56de1
19:36:53.0 (33991886)|STATEMENT_EXECUTE|[147]
19:36:53.0 (33993376)|STATEMENT_EXECUTE|[167]
19:36:53.0 (34002674)|METHOD_EXIT|[1]|RecentlyViewedRecords
19:36:53.0 (34011905)|SYSTEM_MODE_ENTER|false
19:36:53.0 (34022963)|STATEMENT_EXECUTE|[8]
19:36:53.0 (34024134)|STATEMENT_EXECUTE|[9]
19:36:53.0 (34143676)|HEAP_ALLOCATE|[9]|Bytes:4
19:36:53.0 (34231422)|VARIABLE_SCOPE_BEGIN|[9]|rvList|List<RecentlyViewedRecords.RecentlyViewedWrapper>|true|false
19:36:53.0 (34258748)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
19:36:53.0 (34270415)|VARIABLE_ASSIGNMENT|[9]|rvList|[]|0x6da383c9
19:36:53.0 (34277151)|STATEMENT_EXECUTE|[10]
19:36:53.0 (34281177)|HEAP_ALLOCATE|[10]|Bytes:87
19:36:53.0 (34333630)|HEAP_ALLOCATE|[10]|Bytes:89
19:36:53.0 (34342966)|VARIABLE_SCOPE_BEGIN|[10]|query|String|false|false
19:36:53.0 (34360110)|VARIABLE_ASSIGNMENT|[10]|query|"Select Id,Name,Type  (69 more) ..."
19:36:53.0 (34702366)|SOQL_EXECUTE_BEGIN|[11]|Aggregations:0|Select Id,Name,Type from RecentlyViewed 
19:36:53.0 (41449091)|SOQL_EXECUTE_END|[11]|Rows:20
19:36:53.0 (41471883)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:84
19:36:53.0 (41709176)|HEAP_ALLOCATE|[11]|Bytes:49
19:36:53.0 (41721469)|HEAP_ALLOCATE|[11]|Bytes:8
19:36:53.0 (41732582)|SYSTEM_METHOD_ENTRY|[7]|QueryLocatorIterator.QueryLocatorIterator()
19:36:53.0 (41737525)|STATEMENT_EXECUTE|[7]
19:36:53.0 (41745545)|SYSTEM_METHOD_EXIT|[7]|QueryLocatorIterator
19:36:53.0 (41753573)|HEAP_ALLOCATE|[11]|Bytes:28
19:36:53.0 (41806968)|HEAP_ALLOCATE|[11]|Bytes:84
19:36:53.0 (41822416)|HEAP_ALLOCATE|[11]|Bytes:8
19:36:53.0 (41826090)|HEAP_ALLOCATE|[11]|Bytes:8
19:36:53.0 (41832437)|VARIABLE_SCOPE_BEGIN|[15]|this|Database.QueryLocatorIterator|true|false
