40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
19:41:03.0 (54953)|USER_INFO|[EXTERNAL]|00528000001JBjQ|ramu.veligeti@yahoo.co.in|Pacific Standard Time|GMT-07:00
19:41:03.0 (87227)|EXECUTION_STARTED
19:41:03.0 (90326)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
19:41:03.0 (13183961)|CODE_UNIT_STARTED|[EXTERNAL]|01p2800000FELrp|RecentlyViewedRecords.getRecentlyViewed
19:41:03.0 (13319103)|HEAP_ALLOCATE|[72]|Bytes:3
19:41:03.0 (13358665)|HEAP_ALLOCATE|[77]|Bytes:152
19:41:03.0 (13373696)|HEAP_ALLOCATE|[342]|Bytes:408
19:41:03.0 (13389484)|HEAP_ALLOCATE|[355]|Bytes:408
19:41:03.0 (13402032)|HEAP_ALLOCATE|[467]|Bytes:48
19:41:03.0 (13430798)|HEAP_ALLOCATE|[139]|Bytes:6
19:41:03.0 (13458382)|VARIABLE_SCOPE_BEGIN|[2]|RecentlyViewedRecords.FIELDSET_NAME|String|false|true
19:41:03.0 (13468949)|VARIABLE_SCOPE_BEGIN|[3]|RecentlyViewedRecords.private_apiFieldNames|Map<String,Set<String>>|true|true
19:41:03.0 (13475974)|VARIABLE_SCOPE_BEGIN|[5]|RecentlyViewedRecords.rvi|Recently_Viewed__c|true|true
19:41:03.0 (13483043)|VARIABLE_SCOPE_BEGIN|[4]|RecentlyViewedRecords.schemaMap|Map<String,Schema.SObjectType>|true|true
19:41:03.0 (13552338)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:35
19:41:03.0 (13562371)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:20
19:41:03.0 (13567449)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:38
19:41:03.0 (13713531)|METHOD_ENTRY|[1]|01p2800000FELrp|RecentlyViewedRecords.RecentlyViewedRecords()
19:41:03.0 (13721621)|STATEMENT_EXECUTE|[1]
19:41:03.0 (13726785)|STATEMENT_EXECUTE|[1]
19:41:03.0 (13728086)|STATEMENT_EXECUTE|[2]
19:41:03.0 (13731773)|HEAP_ALLOCATE|[2]|Bytes:19
19:41:03.0 (13758068)|VARIABLE_ASSIGNMENT|[2]|RecentlyViewedRecords.FIELDSET_NAME|"RecentlyViewedHover"
19:41:03.0 (13763197)|STATEMENT_EXECUTE|[3]
19:41:03.0 (13767199)|HEAP_ALLOCATE|[3]|Bytes:4
19:41:03.0 (13789361)|VARIABLE_ASSIGNMENT|[3]|RecentlyViewedRecords.private_apiFieldNames|{}|0x3de4c9
19:41:03.0 (13794795)|STATEMENT_EXECUTE|[4]
19:41:03.0 (13828061)|HEAP_ALLOCATE|[50]|Bytes:5
19:41:03.0 (13847169)|HEAP_ALLOCATE|[56]|Bytes:5
