40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
19:30:04.0 (71879)|USER_INFO|[EXTERNAL]|00528000001JBjQ|ramu.veligeti@yahoo.co.in|Pacific Standard Time|GMT-07:00
19:30:04.0 (118786)|EXECUTION_STARTED
19:30:04.0 (123629)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
19:30:04.0 (12237325)|CODE_UNIT_STARTED|[EXTERNAL]|01p2800000FELrp|RecentlyViewedRecords.getRecentlyViewed
19:30:04.0 (12386941)|HEAP_ALLOCATE|[72]|Bytes:3
19:30:04.0 (12423003)|HEAP_ALLOCATE|[77]|Bytes:152
19:30:04.0 (12436524)|HEAP_ALLOCATE|[342]|Bytes:408
19:30:04.0 (12450036)|HEAP_ALLOCATE|[355]|Bytes:408
19:30:04.0 (12463165)|HEAP_ALLOCATE|[467]|Bytes:48
19:30:04.0 (12485079)|HEAP_ALLOCATE|[139]|Bytes:6
19:30:04.0 (12510128)|VARIABLE_SCOPE_BEGIN|[2]|RecentlyViewedRecords.FIELDSET_NAME|String|false|true
19:30:04.0 (12522183)|VARIABLE_SCOPE_BEGIN|[3]|RecentlyViewedRecords.private_apiFieldNames|Map<String,Set<String>>|true|true
19:30:04.0 (12530707)|VARIABLE_SCOPE_BEGIN|[5]|RecentlyViewedRecords.rvi|Recently_Viewed__c|true|true
19:30:04.0 (12539847)|VARIABLE_SCOPE_BEGIN|[4]|RecentlyViewedRecords.schemaMap|Map<String,Schema.SObjectType>|true|true
19:30:04.0 (12586302)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:35
19:30:04.0 (12593150)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:20
19:30:04.0 (12596964)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:38
19:30:04.0 (12707546)|METHOD_ENTRY|[1]|01p2800000FELrp|RecentlyViewedRecords.RecentlyViewedRecords()
19:30:04.0 (12715320)|STATEMENT_EXECUTE|[1]
19:30:04.0 (12719646)|STATEMENT_EXECUTE|[1]
19:30:04.0 (12720643)|STATEMENT_EXECUTE|[2]
19:30:04.0 (12724273)|HEAP_ALLOCATE|[2]|Bytes:19
19:30:04.0 (12747276)|VARIABLE_ASSIGNMENT|[2]|RecentlyViewedRecords.FIELDSET_NAME|"RecentlyViewedHover"
19:30:04.0 (12752611)|STATEMENT_EXECUTE|[3]
19:30:04.0 (12757331)|HEAP_ALLOCATE|[3]|Bytes:4
19:30:04.0 (12780468)|VARIABLE_ASSIGNMENT|[3]|RecentlyViewedRecords.private_apiFieldNames|{}|0x4848e52e
19:30:04.0 (12786850)|STATEMENT_EXECUTE|[4]
19:30:04.0 (12817878)|HEAP_ALLOCATE|[50]|Bytes:5
19:30:04.0 (12835059)|HEAP_ALLOCATE|[56]|Bytes:5
19:30:04.0 (12841277)|HEAP_ALLOCATE|[64]|Bytes:7
19:30:04.0 (27326746)|HEAP_ALLOCATE|[4]|Bytes:1456
19:30:04.0 (27615069)|VARIABLE_ASSIGNMENT|[4]|RecentlyViewedRecords.schemaMap|"{acceptedeventrelation=AcceptedEventRelation, acchierarchy__account_hierarchy__mdt=accHierarchy__Account_Hierarchy__mdt, acchierarchy__account_hierarchy_setup__c=accHierarchy__Account_Hierarchy_Setup__c, account=Account, accountcleaninfo=AccountCleanInfo, accountcontactrole=AccountContactRole, accountfeed=AccountFeed, accounthistory=AccountHistory, accountpartner=AccountPartner, accountshare=AccountShare, ...}"|0x33388523
19:30:04.0 (27642743)|STATEMENT_EXECUTE|[5]
19:30:04.0 (28729204)|HEAP_ALLOCATE|[5]|Bytes:20
19:30:04.0 (28774913)|VARIABLE_ASSIGNMENT|[5]|RecentlyViewedRecords.rvi|{"IsDeleted":false,"Name":"a0d28000002ZKNz","SetupOwnerId":"00528000001JBjQAAW","Records_to_Display__ (1 more) ...":"20"}|0x4cf9e7d8
19:30:04.0 (28783994)|STATEMENT_EXECUTE|[147]
19:30:04.0 (28785639)|STATEMENT_EXECUTE|[167]
19:30:04.0 (28795368)|METHOD_EXIT|[1]|RecentlyViewedRecords
19:30:04.0 (28805902)|SYSTEM_MODE_ENTER|false
19:30:04.0 (28820176)|STATEMENT_EXECUTE|[8]
19:30:04.0 (28821351)|STATEMENT_EXECUTE|[9]
19:30:04.0 (28964591)|HEAP_ALLOCATE|[9]|Bytes:4
19:30:04.0 (29052103)|VARIABLE_SCOPE_BEGIN|[9]|rvList|List<RecentlyViewedRecords.RecentlyViewedWrapper>|true|false
19:30:04.0 (29090966)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
19:30:04.0 (29104449)|VARIABLE_ASSIGNMENT|[9]|rvList|[]|0x43171afc
19:30:04.0 (29111608)|STATEMENT_EXECUTE|[10]
19:30:04.0 (29117112)|HEAP_ALLOCATE|[10]|Bytes:87
19:30:04.0 (29181819)|HEAP_ALLOCATE|[10]|Bytes:89
19:30:04.0 (29191916)|VARIABLE_SCOPE_BEGIN|[10]|query|String|false|false
19:30:04.0 (29209118)|VARIABLE_ASSIGNMENT|[10]|query|"Select Id,Name,Type  (69 more) ..."
19:30:04.0 (29551036)|SOQL_EXECUTE_BEGIN|[11]|Aggregations:0|Select Id,Name,Type from RecentlyViewed 
19:30:04.0 (37874452)|SOQL_EXECUTE_END|[11]|Rows:20
19:30:04.0 (37905399)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:84
19:30:04.0 (38208864)|HEAP_ALLOCATE|[11]|Bytes:49
19:30:04.0 (38227677)|HEAP_ALLOCATE|[11]|Bytes:8
19:30:04.0 (38253938)|SYSTEM_METHOD_ENTRY|[7]|QueryLocatorIterator.QueryLocatorIterator()
19:30:04.0 (38261395)|STATEMENT_EXECUTE|[7]
19:30:04.0 (38274384)|SYSTEM_METHOD_EXIT|[7]|QueryLocatorIterator
19:30:04.0 (38287475)|HEAP_ALLOCATE|[11]|Bytes:28
19:30:04.0 (38391888)|HEAP_ALLOCATE|[11]|Bytes:84
19:30:04.0 (38415643)|HEAP_ALLOCATE|[11]|Bytes:8
19:30:04.0 (38421357)|HEAP_ALLOCATE|[11]|Bytes:8
19:30:04.0 (38433892)|VARIABLE_SCOPE_BEGIN|[15]|this|Database.QueryLocatorIterator|true|false
19:30:04.0 (38492168)|VARIABLE_ASSIGNMENT|[15]|this|{}|0x7128d855
19:30:04.0 (38503802)|VARIABLE_SCOPE_BEGIN|[15]|values|List<SObject>|true|false
19:30:04.0 (38524712)|VARIABLE_ASSIGNMENT|[15]|values|"List of size 20 too large to display"|0x223feda5
19:30:04.0 (38535378)|VARIABLE_SCOPE_BEGIN|[15]|ql|Database.QueryLocator|true|false
19:30:04.0 (38564308)|VARIABLE_ASSIGNMENT|[15]|ql|{"query":"Select Id,Name,Type  (69 more) ..."}|0x4d466dc4
19:30:04.0 (38574449)|VARIABLE_SCOPE_BEGIN|[15]|totalNumRecords|Integer|false|false
19:30:04.0 (38587434)|VARIABLE_ASSIGNMENT|[15]|totalNumRecords|20
19:30:04.0 (38595268)|VARIABLE_SCOPE_BEGIN|[15]|queryMoreSize|Integer|false|false
19:30:04.0 (38608260)|VARIABLE_ASSIGNMENT|[15]|queryMoreSize|49980
19:30:04.0 (38728799)|HEAP_ALLOCATE|[11]|Bytes:28
19:30:04.0 (38759122)|METHOD_ENTRY|[11]||Database.QueryLocatorIterator.hasNext()
19:30:04.0 (38870219)|METHOD_EXIT|[11]||Database.QueryLocatorIterator.hasNext()
19:30:04.0 (38884771)|METHOD_ENTRY|[11]||Database.QueryLocatorIterator.next()
19:30:04.0 (38993721)|METHOD_EXIT|[11]||Database.QueryLocatorIterator.next()
19:30:04.0 (39006706)|VARIABLE_SCOPE_BEGIN|[11]|rv|RecentlyViewed|true|false
19:30:04.0 (39032821)|VARIABLE_ASSIGNMENT|[11]|rv|{"Id":"0032800000tktEdAAI","Name":"Ramu Veligeti","Type":"Contact"}|0xb49b09d
19:30:04.0 (39045325)|STATEMENT_EXECUTE|[11]
19:30:04.0 (39047235)|STATEMENT_EXECUTE|[12]
19:30:04.0 (39052819)|HEAP_ALLOCATE|[12]|Bytes:6
19:30:04.0 (39105280)|HEAP_ALLOCATE|[12]|Bytes:19
19:30:04.0 (39157075)|USER_DEBUG|[12]|DEBUG|name==Ramu Veligeti
19:30:04.0 (39169344)|STATEMENT_EXECUTE|[13]
19:30:04.0 (39191740)|VARIABLE_SCOPE_BEGIN|[13]|rvId|Id|false|false
19:30:04.0 (39297204)|VARIABLE_ASSIGNMENT|[13]|rvId|"0032800000tktEdAAI"
19:30:04.0 (39306003)|STATEMENT_EXECUTE|[14]
19:30:04.0 (39307552)|STATEMENT_EXECUTE|[14]
19:30:04.0 (39309028)|STATEMENT_EXECUTE|[15]
19:30:04.0 (39324451)|HEAP_ALLOCATE|[15]|Bytes:252
19:30:04.0 (39332611)|HEAP_ALLOCATE|[15]|Bytes:27
19:30:04.0 (39343759)|HEAP_ALLOCATE|[15]|Bytes:32
19:30:04.0 (39359626)|CONSTRUCTOR_ENTRY|[15]|01p2800000FELrp|<init>()
19:30:04.0 (39387978)|VARIABLE_SCOPE_BEGIN|[147]|this|RecentlyViewedRecords.RecentlyViewedWrapper|true|false
19:30:04.0 (39427337)|VARIABLE_ASSIGNMENT|[147]|this|{}|0x56463694
19:30:04.0 (39450205)|STATEMENT_EXECUTE|[147]
19:30:04.0 (39452590)|STATEMENT_EXECUTE|[149]
19:30:04.0 (39454457)|STATEMENT_EXECUTE|[154]
19:30:04.0 (39455936)|STATEMENT_EXECUTE|[156]
19:30:04.0 (39457622)|STATEMENT_EXECUTE|[158]
19:30:04.0 (39459183)|STATEMENT_EXECUTE|[160]
19:30:04.0 (39461291)|STATEMENT_EXECUTE|[162]
19:30:04.0 (39462928)|STATEMENT_EXECUTE|[164]
19:30:04.0 (39469202)|CONSTRUCTOR_EXIT|[15]|01p2800000FELrp|<init>()
19:30:04.0 (39478083)|VARIABLE_SCOPE_BEGIN|[15]|rvw|RecentlyViewedRecords.RecentlyViewedWrapper|true|false
19:30:04.0 (39507761)|VARIABLE_ASSIGNMENT|[15]|rvw|{}|0x56463694
19:30:04.0 (39516246)|STATEMENT_EXECUTE|[16]
19:30:04.0 (39536035)|METHOD_ENTRY|[16]|01p2800000FELrp|RecentlyViewedRecords.getIconURL(Id)
19:30:04.0 (39555937)|VARIABLE_SCOPE_BEGIN|[143]|recordId|Id|false|false
19:30:04.0 (39626838)|VARIABLE_ASSIGNMENT|[143]|recordId|"0032800000tktEdAAI"
19:30:04.0 (39638061)|STATEMENT_EXECUTE|[143]
19:30:04.0 (39639697)|STATEMENT_EXECUTE|[144]
19:30:04.0 (39783691)|VARIABLE_SCOPE_BEGIN|[24]|IconUtils.icons16|Map<String,String>|true|true
19:30:04.0 (39801419)|VARIABLE_SCOPE_BEGIN|[11]|IconUtils.icons32|Map<String,String>|true|true
19:30:04.0 (39813005)|VARIABLE_SCOPE_BEGIN|[56]|IconUtils.objectTypes|Map<String,Schema.SObjectType>|true|true
19:30:04.0 (39842029)|VARIABLE_SCOPE_BEGIN|[3]|IconUtils.tabSetDesc|List<Schema.DescribeTabSetResult>|true|true
19:30:04.0 (39864990)|HEAP_ALLOCATE|[144]|Bytes:29
19:30:04.0 (39876254)|HEAP_ALLOCATE|[144]|Bytes:7
